league,season,team,player_name,nation,pos,age,born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Int,Tkl+Int,Clr,Blocks_Blocks,Challenges_Tkl%,Challenges_Lost,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_PrgDist,KP,Expected_xA,1/3,PPA,PrgP,Short_Cmp%,Medium_Cmp%,Long_Cmp%,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Outcomes_Blocks,Outcomes_Off,player_id
ENG-Premier League,25/26,Sunderland,Dennis Cirkin,LVA,DF,24-034,2002,8,3,323,3.6,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dennis_cirkin_sunderland
ENG-Premier League,25/26,Crystal Palace,Nathaniel Clyne,ENG,MF,35-035,1991,8,6,495,5.5,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.18,0.18,0.00,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nathaniel_clyne_crystal_palace
ENG-Premier League,25/26,Everton,Séamus Coleman,IRL,DF,37-211,1988,3,1,11,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seamus_coleman_everton
ENG-Premier League,25/26,Brentford,Nathan Collins,IRL,DF,25-010,2001,33,30,2795,31.1,1,2,3,1,0,0,6,0,,,,,,,,0.03,0.06,0.10,0.03,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nathan_collins_brentford
ENG-Premier League,25/26,Chelsea,Levi Colwill,ENG,DF,23-073,2003,2,1,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levi_colwill_chelsea
ENG-Premier League,25/26,Bournemouth,Lewis Cook,ENG,"MF,DF",29-096,1997,16,8,872,9.7,0,1,1,0,0,0,1,1,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lewis_cook_bournemouth
ENG-Premier League,25/26,Brighton,Diego Coppola,ITA,DF,22-133,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego_coppola_brighton
ENG-Premier League,25/26,Chelsea,Marc Cucurella,ESP,DF,27-292,1998,32,29,2527,28.1,1,4,5,1,0,0,7,1,,,,,,,,0.04,0.14,0.18,0.04,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marc_cucurella_chelsea
ENG-Premier League,25/26,Fulham,Jorge Cuenca,ESP,DF,26-174,1999,14,11,933,10.4,0,0,0,0,0,0,5,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jorge_cuenca_fulham
ENG-Premier League,25/26,Burnley,Josh Cullen,IRL,MF,30-033,1996,18,18,1514,16.8,2,2,4,2,0,0,2,0,,,,,,,,0.12,0.12,0.24,0.12,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,josh_cullen_burnley
ENG-Premier League,25/26,Nott'ham Forest,Jair Cunha,BRA,DF,21-064,2005,6,4,358,4.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jair_cunha_nott_ham_forest
ENG-Premier League,25/26,Manchester Utd,Matheus Cunha,BRA,"MF,FW",26-348,1999,32,28,2415,26.8,9,2,11,9,0,0,4,0,,,,,,,,0.34,0.07,0.41,0.34,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matheus_cunha_manchester_utd
ENG-Premier League,25/26,Manchester Utd,Diogo Dalot,POR,"DF,MF",27-053,1999,33,28,2524,28.0,1,3,4,1,0,0,5,0,,,,,,,,0.04,0.11,0.14,0.04,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diogo_dalot_manchester_utd
ENG-Premier League,25/26,Brentford,Mikkel Damsgaard,DEN,MF,25-311,2000,31,23,1956,21.7,4,4,8,4,0,0,0,0,,,,,,,,0.18,0.18,0.37,0.18,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mikkel_damsgaard_brentford
ENG-Premier League,25/26,Tottenham,Kevin Danso,AUT,DF,27-233,1998,21,14,1224,13.6,0,0,0,0,0,0,7,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kevin_danso_tottenham
ENG-Premier League,25/26,Leeds United,Karl Darlow,WAL,GK,35-214,1990,19,19,1710,19.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,karl_darlow_leeds_united
ENG-Premier League,25/26,Brentford,Josh Dasilva,ENG,MF,27-199,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,josh_dasilva_brentford
ENG-Premier League,25/26,Tottenham,Ben Davies,WAL,DF,33-016,1993,3,2,137,1.5,1,0,1,1,0,0,1,0,,,,,,,,0.66,0.00,0.66,0.66,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ben_davies_tottenham
ENG-Premier League,25/26,Brighton,Maxim De Cuyper,BEL,"DF,MF",25-139,2000,28,15,1280,14.2,2,3,5,2,0,0,2,0,,,,,,,,0.14,0.21,0.35,0.14,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxim_de_cuyper_brighton
ENG-Premier League,25/26,Chelsea,Liam Delap,ENG,FW,23-091,2003,26,11,1013,11.3,1,0,1,1,0,0,3,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liam_delap_chelsea
ENG-Premier League,25/26,Brentford,Sepp van den Berg,NED,DF,24-141,2001,30,29,2664,29.6,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.03,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sepp_van_den_berg_brentford
ENG-Premier League,25/26,Chelsea,Jesse Derry,ENG,MF,18-314,2007,1,1,44,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jesse_derry_chelsea
ENG-Premier League,25/26,Crystal Palace,Justin Devenny,NIR,"MF,FW",22-211,2003,20,6,706,7.8,1,0,1,0,1,1,0,0,,,,,,,,0.13,0.00,0.13,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,justin_devenny_crystal_palace
ENG-Premier League,25/26,Everton,Kiernan Dewsbury-Hall,ENG,MF,27-246,1998,28,27,2364,26.3,8,4,12,8,0,0,6,0,,,,,,,,0.30,0.15,0.46,0.30,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiernan_dewsbury_hall_everton
ENG-Premier League,25/26,Bournemouth,Bafodé Diakité,FRA,DF,25-124,2001,18,15,1277,14.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bafode_diakite_bournemouth
ENG-Premier League,25/26,Manchester Utd,Amad Diallo,CIV,MF,23-303,2002,30,25,2161,24.0,2,2,4,2,0,0,2,0,,,,,,,,0.08,0.08,0.17,0.08,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amad_diallo_manchester_utd
ENG-Premier League,25/26,Sunderland,Habib Diarra,SEN,MF,22-127,2004,18,15,1361,15.1,2,1,3,1,1,1,5,0,,,,,,,,0.13,0.07,0.20,0.07,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,habib_diarra_sunderland
ENG-Premier League,25/26,Manchester City,Rúben Dias,POR,DF,28-361,1997,25,23,2051,22.8,2,0,2,2,0,0,3,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruben_dias_manchester_city
ENG-Premier League,25/26,Everton,Tyler Dibling,ENG,MF,20-059,2006,14,4,358,4.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyler_dibling_everton
ENG-Premier League,25/26,Aston Villa,Lucas Digne,FRA,DF,32-294,1993,29,20,1745,19.4,0,5,5,0,0,0,3,0,,,,,,,,0.00,0.26,0.26,0.00,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lucas_digne_aston_villa
ENG-Premier League,25/26,Fulham,Issa Diop,MAR,DF,29-121,1997,11,6,641,7.1,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issa_diop_fulham
ENG-Premier League,25/26,West Ham,El Hadji Malick Diouf,SEN,"DF,MF",21-133,2004,29,27,2437,27.1,0,5,5,0,0,0,5,0,,,,,,,,0.00,0.18,0.18,0.00,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el_hadji_malick_diouf_west_ham
ENG-Premier League,25/26,West Ham,Axel Disasi,FRA,DF,28-060,1998,11,11,990,11.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,axel_disasi_west_ham
ENG-Premier League,25/26,Wolves,Matt Doherty,IRL,"DF,MF",34-114,1992,11,11,787,8.7,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matt_doherty_wolves
ENG-Premier League,25/26,Manchester City,Jeremy Doku,BEL,"MF,FW",23-348,2002,27,18,1662,18.5,5,5,10,5,0,0,0,0,,,,,,,,0.27,0.27,0.54,0.27,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeremy_doku_manchester_city
ENG-Premier League,25/26,Nott'ham Forest,Nicolás Domínguez,ARG,MF,27-316,1998,24,15,1035,11.5,1,1,2,1,0,0,3,0,,,,,,,,0.09,0.09,0.17,0.09,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nicolas_dominguez_nott_ham_forest
ENG-Premier League,25/26,Manchester City,Gianluigi Donnarumma,ITA,GK,27-074,1999,32,32,2880,32.0,0,0,0,0,0,0,7,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gianluigi_donnarumma_manchester_city
ENG-Premier League,25/26,Brentford,Romelle Donovan,ENG,FW,19-161,2006,4,0,41,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,romelle_donovan_brentford
ENG-Premier League,25/26,Manchester Utd,Patrick Dorgu,DEN,MF,21-196,2004,24,14,1377,15.3,3,3,6,3,0,0,5,0,,,,,,,,0.20,0.20,0.39,0.20,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,patrick_dorgu_manchester_utd
ENG-Premier League,25/26,Arsenal,Max Dowman,ENG,MF,16-130,2009,5,0,96,1.1,1,0,1,1,0,0,0,0,,,,,,,,0.94,0.00,0.94,0.94,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_dowman_arsenal
ENG-Premier League,25/26,Tottenham,Radu Drăgușin,ROU,DF,24-096,2002,9,5,516,5.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radu_dragusin_tottenham
ENG-Premier League,25/26,Crystal Palace,Joél Drakes-Thomas,ENG,MF,16-335,2009,2,0,9,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joel_drakes_thomas_crystal_palace
ENG-Premier League,25/26,Burnley,Martin Dúbravka,SVK,GK,37-115,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martin_dubravka_burnley
ENG-Premier League,25/26,Brighton,Lewis Dunk,ENG,DF,34-170,1991,31,29,2658,29.5,1,0,1,1,0,0,10,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lewis_dunk_brighton
ENG-Premier League,25/26,West Ham,George Earthy,ENG,MF,21-247,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,george_earthy_west_ham
ENG-Premier League,25/26,Crystal Palace,Odsonne Édouard,FRA,FW,28-114,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,odsonne_edouard_crystal_palace
ENG-Premier League,25/26,Wolves,Tom Edozie,ENG,MF,19-357,2006,3,0,14,0.2,1,0,1,1,0,0,0,0,,,,,,,,6.43,0.00,6.43,6.43,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom_edozie_wolves
ENG-Premier League,25/26,Aston Villa,Alysson Edward,BRA,MF,20-005,2006,3,0,49,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alysson_edward_aston_villa
ENG-Premier League,25/26,Burnley,Marcus Edwards,ENG,"MF,FW",27-158,1998,22,11,1051,11.7,1,3,4,1,0,0,0,0,,,,,,,,0.09,0.26,0.34,0.09,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcus_edwards_burnley
ENG-Premier League,25/26,Burnley,Hjalmar Ekdal,SWE,DF,27-201,1998,19,17,1539,17.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hjalmar_ekdal_burnley
ENG-Premier League,25/26,Liverpool,Hugo Ekitike,FRA,FW,23-324,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,,,,,,,,0.55,0.20,0.75,0.55,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hugo_ekitike_liverpool
ENG-Premier League,25/26,Newcastle Utd,Anthony Elanga,SWE,"FW,MF",24-013,2002,30,14,1288,14.3,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.07,0.07,0.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthony_elanga_newcastle_utd
ENG-Premier League,25/26,Sunderland,Melker Ellborg,SWE,GK,22-353,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melker_ellborg_sunderland
ENG-Premier League,25/26,Aston Villa,Harvey Elliott,ENG,MF,23-036,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harvey_elliott_aston_villa
ENG-Premier League,25/26,Liverpool,Harvey Elliott,ENG,"FW,MF",23-036,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harvey_elliott_liverpool
ENG-Premier League,25/26,Liverpool,Wataru Endo,JPN,DF,33-090,1993,8,1,175,1.9,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.51,0.51,0.00,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wataru_endo_liverpool
ENG-Premier League,25/26,Crystal Palace,Romain Esse,ENG,MF,20-362,2005,4,0,44,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,romain_esse_crystal_palace
ENG-Premier League,25/26,Chelsea,Dario Essugo,POR,MF,21-057,2005,2,0,28,0.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dario_essugo_chelsea
ENG-Premier League,25/26,Burnley,Maxime Estève,FRA,DF,23-349,2002,32,32,2761,30.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maxime_esteve_burnley
ENG-Premier League,25/26,Bournemouth,Evanilson,BRA,FW,26-216,1999,34,30,2582,28.7,6,1,7,6,0,0,2,0,,,,,,,,0.21,0.03,0.24,0.21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evanilson_bournemouth
ENG-Premier League,25/26,Arsenal,Eberechi Eze,ENG,"MF,FW",27-315,1998,29,19,1658,18.4,7,2,9,7,0,0,1,0,,,,,,,,0.38,0.11,0.49,0.38,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eberechi_eze_arsenal
ENG-Premier League,25/26,Crystal Palace,Eberechi Eze,ENG,MF,27-315,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eberechi_eze_crystal_palace
ENG-Premier League,25/26,Manchester Utd,Bruno Fernandes,POR,MF,31-244,1994,33,33,2883,32.0,8,19,27,4,4,6,5,0,,,,,,,,0.25,0.59,0.84,0.12,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bruno_fernandes_manchester_utd
ENG-Premier League,25/26,West Ham,Mateus Fernandes,POR,MF,21-304,2004,33,32,2746,30.5,3,3,6,3,0,0,7,0,,,,,,,,0.10,0.10,0.20,0.10,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mateus_fernandes_west_ham
ENG-Premier League,25/26,Chelsea,Enzo Fernández,ARG,MF,25-113,2001,34,33,2935,32.6,9,3,12,7,2,2,9,0,,,,,,,,0.28,0.09,0.37,0.21,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enzo_fernandez_chelsea
ENG-Premier League,25/26,Burnley,Zian Flemming,NED,FW,27-282,1998,26,18,1517,16.9,9,0,9,7,2,2,3,0,,,,,,,,0.53,0.00,0.53,0.42,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zian_flemming_burnley
ENG-Premier League,25/26,Manchester Utd,Jack Fletcher,ENG,MF,19-052,2007,3,0,108,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jack_fletcher_manchester_utd
ENG-Premier League,25/26,Manchester Utd,Tyler Fletcher,SCO,MF,19-052,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyler_fletcher_manchester_utd
ENG-Premier League,25/26,Manchester City,Phil Foden,ENG,MF,25-347,2000,30,21,1880,20.9,7,3,10,7,0,0,4,0,,,,,,,,0.34,0.14,0.48,0.34,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phil_foden_manchester_city
ENG-Premier League,25/26,Chelsea,Wesley Fofana,FRA,DF,25-144,2000,23,18,1581,17.6,0,1,1,0,0,0,7,1,,,,,,,,0.00,0.06,0.06,0.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wesley_fofana_chelsea
ENG-Premier League,25/26,Burnley,Lyle Foster,RSA,"FW,MF",25-249,2000,25,15,1349,15.0,3,2,5,3,0,0,4,0,,,,,,,,0.20,0.13,0.33,0.20,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lyle_foster_burnley
ENG-Premier League,25/26,Manchester Utd,Tyler Fredricson,ENG,DF,21-076,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyler_fredricson_manchester_utd
ENG-Premier League,25/26,Liverpool,Jeremie Frimpong,NED,"DF,MF",25-151,2000,20,12,1023,11.4,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.09,0.09,0.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeremie_frimpong_liverpool
ENG-Premier League,25/26,West Ham,Niclas Füllkrug,GER,FW,33-090,1993,8,5,409,4.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niclas_fullkrug_west_ham
ENG-Premier League,25/26,Brentford,Kaye Furo,BEL,FW,19-093,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kaye_furo_brentford
ENG-Premier League,25/26,Liverpool,Cody Gakpo,NED,"MF,FW",27-003,1999,34,30,2574,28.6,7,5,12,7,0,0,3,0,,,,,,,,0.24,0.17,0.42,0.24,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cody_gakpo_liverpool
ENG-Premier League,25/26,Tottenham,Conor Gallagher,ENG,MF,26-093,2000,13,11,923,10.3,1,1,2,1,0,0,2,0,,,,,,,,0.10,0.10,0.20,0.10,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conor_gallagher_tottenham
ENG-Premier League,25/26,Everton,Idrissa Gana Gueye,SEN,MF,36-226,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,,,,,,,,0.09,0.13,0.22,0.09,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,idrissa_gana_gueye_everton
ENG-Premier League,25/26,Bournemouth,Ben Gannon-Doak,SCO,MF,20-180,2005,7,0,79,0.9,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.14,1.14,0.00,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ben_gannon_doak_bournemouth
ENG-Premier League,25/26,Aston Villa,Andrés García,ESP,DF,23-092,2003,5,0,41,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andres_garcia_aston_villa
ENG-Premier League,25/26,Chelsea,Alejandro Garnacho,ARG,MF,21-313,2004,23,14,1266,14.1,1,4,5,1,0,0,2,0,,,,,,,,0.07,0.28,0.36,0.07,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alejandro_garnacho_chelsea
ENG-Premier League,25/26,Everton,James Garner,ENG,"MF,DF",25-058,2001,35,35,3143,34.9,2,7,9,2,0,0,10,0,,,,,,,,0.06,0.20,0.26,0.06,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james_garner_everton
ENG-Premier League,25/26,Sunderland,Lutsharel Geertruida,NED,"DF,MF",25-296,2000,26,15,1513,16.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lutsharel_geertruida_sunderland
ENG-Premier League,25/26,Chelsea,Tyrique George,ENG,FW,20-095,2006,4,0,145,1.6,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyrique_george_chelsea
ENG-Premier League,25/26,Everton,Tyrique George,ENG,MF,20-095,2006,8,1,160,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyrique_george_everton
ENG-Premier League,25/26,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,26-103,2000,35,33,2917,32.4,13,4,17,12,1,1,1,0,,,,,,,,0.40,0.12,0.52,0.37,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morgan_gibbs_white_nott_ham_forest
ENG-Premier League,25/26,Chelsea,Jamie Gittens,ENG,MF,21-275,2004,16,5,495,5.5,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.36,0.36,0.00,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamie_gittens_chelsea
ENG-Premier League,25/26,Leeds United,Wilfried Gnonto,ITA,FW,22-186,2003,20,4,456,5.1,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.20,0.20,0.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wilfried_gnonto_leeds_united
ENG-Premier League,25/26,Wolves,Angel Gomes,ENG,"MF,FW",25-252,2000,11,6,396,4.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angel_gomes_wolves
ENG-Premier League,25/26,Wolves,João Gomes,BRA,MF,25-087,2001,34,31,2739,30.4,1,1,2,1,0,0,10,0,,,,,,,,0.03,0.03,0.07,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joao_gomes_wolves
ENG-Premier League,25/26,Wolves,Rodrigo Gomes,POR,"MF,FW",22-307,2003,20,7,795,8.8,3,0,3,3,0,0,0,0,,,,,,,,0.34,0.00,0.34,0.34,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rodrigo_gomes_wolves
ENG-Premier League,25/26,Wolves,Toti Gomes,POR,DF,27-114,1999,18,17,1399,15.5,0,0,0,0,0,0,2,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toti_gomes_wolves
ENG-Premier League,25/26,Brighton,Diego Gómez,PAR,"MF,FW",23-044,2003,30,25,2036,22.6,5,1,6,5,0,0,9,0,,,,,,,,0.22,0.04,0.27,0.22,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diego_gomez_brighton
